user_id,show_id,rating
user_0000,drama_0242,4.0
user_0000,drama_0244,4.0
user_0000,drama_0216,4.5
user_0000,drama_0213,4.5
user_0000,drama_0044,4.5
user_0000,drama_0236,4.5
user_0000,drama_0164,4.5
user_0000,drama_0077,4.5
user_0000,drama_0040,5.0
user_0000,drama_0145,4.5
user_0000,drama_0267,4.5
user_0000,drama_0031,5.0
user_0000,drama_0055,5.0
user_0000,drama_0090,5.0
user_0000,drama_0202,4.5
user_0000,drama_0076,5.0
user_0000,drama_0002,4.5
user_0001,drama_0162,4.5
user_0001,drama_0310,3.5
user_0001,drama_0051,3.5
user_0001,drama_0057,4.5
user_0001,drama_0031,4.0
user_0001,drama_0152,4.0
user_0001,drama_0197,4.0
user_0001,drama_0181,4.0
user_0001,drama_0107,4.5
user_0001,drama_0151,4.5
user_0001,drama_0015,4.5
user_0001,drama_0048,4.0
user_0001,drama_0157,4.5
user_0001,drama_0341,3.5
user_0001,drama_0317,4.0
user_0001,drama_0026,4.0
user_0001,drama_0123,4.0
user_0001,drama_0136,4.5
user_0001,drama_0272,4.5
user_0001,drama_0173,4.5
user_0001,drama_0166,4.0
user_0001,drama_0270,4.0
user_0001,drama_0338,3.5
user_0002,drama_0330,4.0
user_0002,drama_0012,5.0
user_0002,drama_0216,4.5
user_0002,drama_0057,5.0
user_0002,drama_0121,4.5
user_0002,drama_0249,4.5
user_0002,drama_0257,5.0
user_0002,drama_0175,4.5
user_0002,drama_0047,5.0
user_0002,drama_0169,4.5
user_0002,drama_0240,4.5
user_0002,drama_0331,4.0
user_0003,drama_0129,5.0
user_0003,drama_0322,4.0
user_0003,drama_0309,4.5
user_0003,drama_0162,4.5
user_0003,drama_0257,5.0
user_0003,drama_0070,5.0
user_0003,drama_0247,4.0
user_0003,drama_0323,4.5
user_0003,drama_0201,5.0
user_0003,drama_0042,5.0
user_0003,drama_0134,4.5
user_0003,drama_0131,5.0
user_0003,drama_0278,4.5
user_0004,drama_0275,5.0
user_0004,drama_0005,5.0
user_0004,drama_0218,4.5
user_0004,drama_0271,4.5
user_0004,drama_0277,4.5
user_0004,drama_0329,4.5
user_0004,drama_0262,5.0
user_0004,drama_0031,4.5
user_0004,drama_0094,4.5
user_0004,drama_0070,5.0
user_0004,drama_0136,5.0
user_0004,drama_0057,4.5
user_0004,drama_0066,5.0
user_0004,drama_0289,5.0
user_0004,drama_0198,4.5
user_0004,drama_0145,5.0
user_0004,drama_0105,5.0
user_0004,drama_0217,4.5
user_0004,drama_0348,4.0
user_0004,drama_0096,4.5
user_0005,drama_0259,4.5
user_0005,drama_0198,4.5
user_0005,drama_0124,4.5
user_0005,drama_0299,4.5
user_0005,drama_0055,5.0
user_0005,drama_0077,5.0
user_0005,drama_0236,4.5
user_0005,drama_0302,4.5
user_0005,drama_0080,4.5
user_0005,drama_0145,4.5
user_0005,drama_0329,4.0
user_0005,drama_0109,4.0
user_0005,drama_0320,5.0
user_0005,drama_0118,4.5
user_0005,drama_0230,4.5
user_0005,drama_0151,5.0
user_0005,drama_0075,4.5
user_0005,drama_0226,4.0
user_0005,drama_0294,4.5
user_0005,drama_0032,4.5
user_0005,drama_0138,4.0
user_0005,drama_0169,5.0
user_0005,drama_0053,5.0
user_0005,drama_0006,5.0
user_0005,drama_0001,5.0
user_0006,drama_0285,4.5
user_0006,drama_0208,4.5
user_0006,drama_0134,5.0
user_0006,drama_0174,4.5
user_0006,drama_0109,5.0
user_0006,drama_0122,5.0
user_0006,drama_0053,5.0
user_0006,drama_0195,4.5
user_0006,drama_0229,4.5
user_0006,drama_0218,4.5
user_0006,drama_0132,5.0
user_0006,drama_0090,4.5
user_0006,drama_0225,4.5
user_0006,drama_0211,4.5
user_0006,drama_0259,5.0
user_0006,drama_0175,4.5
user_0006,drama_0152,5.0
user_0006,drama_0011,5.0
user_0006,drama_0290,4.5
user_0006,drama_0138,4.5
user_0006,drama_0227,4.0
user_0006,drama_0038,5.0
user_0006,drama_0098,5.0
user_0006,drama_0336,4.0
user_0006,drama_0130,4.5
user_0006,drama_0026,4.5
user_0007,drama_0263,4.5
user_0007,drama_0291,4.5
user_0007,drama_0211,4.0
user_0007,drama_0037,4.5
user_0007,drama_0289,4.5
user_0007,drama_0042,4.5
user_0007,drama_0015,4.5
user_0007,drama_0175,4.5
user_0008,drama_0149,4.5
user_0008,drama_0151,4.0
user_0008,drama_0034,4.5
user_0008,drama_0185,4.5
user_0008,drama_0096,4.5
user_0008,drama_0039,4.5
user_0008,drama_0093,5.0
user_0008,drama_0198,4.5
user_0008,drama_0300,4.0
user_0008,drama_0337,3.5
user_0008,drama_0057,4.5
user_0008,drama_0168,5.0
user_0008,drama_0305,4.5
user_0008,drama_0125,5.0
user_0008,drama_0200,5.0
user_0008,drama_0340,3.5
user_0008,drama_0073,5.0
user_0008,drama_0019,4.5
user_0008,drama_0174,5.0
user_0008,drama_0088,4.5
user_0008,drama_0080,5.0
user_0008,drama_0166,4.0
user_0008,drama_0018,5.0
user_0009,drama_0298,4.5
user_0009,drama_0102,4.5
user_0009,drama_0329,3.5
user_0009,drama_0343,4.5
user_0009,drama_0234,4.5
user_0009,drama_0290,4.0
user_0009,drama_0305,4.0
user_0009,drama_0004,5.0
user_0009,drama_0154,4.5
user_0009,drama_0115,4.5
user_0009,drama_0216,4.5
user_0009,drama_0080,4.5
user_0009,drama_0073,4.0
user_0009,drama_0057,5.0
user_0009,drama_0306,4.5
user_0009,drama_0030,5.0
user_0009,drama_0183,4.5
user_0009,drama_0023,5.0
user_0009,drama_0043,5.0
user_0010,drama_0152,4.5
user_0010,drama_0132,5.0
user_0010,drama_0266,5.0
user_0010,drama_0321,4.5
user_0010,drama_0297,5.0
user_0010,drama_0235,5.0
user_0010,drama_0328,4.5
user_0010,drama_0280,5.0
user_0010,drama_0138,4.5
user_0010,drama_0274,4.5
user_0010,drama_0206,4.5
user_0010,drama_0194,4.5
user_0010,drama_0077,4.5
user_0010,drama_0151,4.5
user_0010,drama_0139,4.5
user_0010,drama_0080,5.0
user_0010,drama_0317,3.5
user_0010,drama_0244,4.5
user_0010,drama_0122,5.0
user_0010,drama_0004,5.0
user_0010,drama_0145,5.0
user_0010,drama_0150,5.0
user_0010,drama_0159,4.0
user_0010,drama_0054,4.5
user_0010,drama_0016,5.0
user_0010,drama_0336,4.0
user_0011,drama_0090,5.0
user_0011,drama_0124,4.0
user_0011,drama_0160,4.0
user_0011,drama_0151,4.0
user_0011,drama_0340,4.0
user_0011,drama_0278,4.0
user_0011,drama_0084,4.0
user_0011,drama_0038,5.0
user_0011,drama_0219,4.5
user_0011,drama_0168,4.0
user_0011,drama_0039,4.0
user_0011,drama_0173,4.5
user_0011,drama_0127,4.0
user_0011,drama_0150,4.5
user_0011,drama_0081,4.0
user_0011,drama_0066,4.5
user_0011,drama_0109,4.0
user_0011,drama_0304,4.0
user_0011,drama_0092,4.5
user_0011,drama_0008,4.5
user_0011,drama_0158,4.0
user_0011,drama_0128,4.5
user_0011,drama_0096,4.5
user_0011,drama_0319,4.0
user_0011,drama_0019,5.0
user_0011,drama_0075,4.0
user_0011,drama_0338,4.0
user_0012,drama_0227,4.5
user_0012,drama_0200,4.5
user_0012,drama_0301,4.0
user_0012,drama_0059,5.0
user_0012,drama_0033,4.0
user_0012,drama_0272,5.0
user_0012,drama_0263,4.5
user_0012,drama_0225,4.5
user_0012,drama_0304,4.0
user_0012,drama_0058,4.5
user_0013,drama_0132,5.0
user_0013,drama_0244,4.5
user_0013,drama_0248,5.0
user_0013,drama_0281,4.5
user_0013,drama_0090,5.0
user_0013,drama_0216,4.5
user_0013,drama_0189,4.5
user_0013,drama_0341,4.5
user_0013,drama_0075,5.0
user_0013,drama_0242,5.0
user_0013,drama_0184,5.0
user_0013,drama_0243,4.0
user_0013,drama_0178,5.0
user_0013,drama_0138,5.0
user_0013,drama_0017,4.5
user_0013,drama_0258,4.5
user_0013,drama_0195,5.0
user_0013,drama_0301,5.0
user_0013,drama_0042,5.0
user_0013,drama_0160,4.5
user_0013,drama_0182,5.0
user_0014,drama_0277,4.5
user_0014,drama_0235,5.0
user_0014,drama_0063,4.5
user_0014,drama_0016,5.0
user_0014,drama_0346,4.0
user_0014,drama_0268,4.0
user_0014,drama_0332,4.0
user_0014,drama_0304,4.5
user_0014,drama_0178,4.5
user_0014,drama_0182,4.5
user_0014,drama_0283,4.5
user_0014,drama_0211,4.5
user_0014,drama_0197,4.5
user_0014,drama_0184,5.0
user_0014,drama_0343,3.5
user_0015,drama_0283,5.0
user_0015,drama_0071,4.5
user_0015,drama_0299,4.5
user_0015,drama_0221,4.5
user_0015,drama_0052,5.0
user_0015,drama_0227,4.0
user_0015,drama_0036,5.0
user_0015,drama_0104,5.0
user_0015,drama_0086,5.0
user_0015,drama_0142,5.0
user_0015,drama_0046,5.0
user_0015,drama_0290,4.0
user_0015,drama_0296,5.0
user_0015,drama_0237,4.5
user_0015,drama_0199,5.0
user_0015,drama_0101,4.5
user_0015,drama_0286,4.5
user_0015,drama_0195,5.0
user_0015,drama_0033,4.5
user_0015,drama_0110,5.0
user_0015,drama_0256,5.0
user_0015,drama_0254,4.5
user_0015,drama_0120,4.5
user_0015,drama_0025,4.5
user_0015,drama_0278,4.5
user_0015,drama_0105,5.0
user_0015,drama_0239,4.5
user_0015,drama_0096,5.0
user_0016,drama_0123,4.0
user_0016,drama_0012,4.5
user_0016,drama_0193,4.5
user_0016,drama_0170,4.0
user_0016,drama_0002,5.0
user_0016,drama_0072,5.0
user_0016,drama_0260,4.5
user_0016,drama_0117,4.5
user_0016,drama_0230,4.0
user_0016,drama_0220,4.5
user_0016,drama_0310,4.5
user_0017,drama_0057,4.5
user_0017,drama_0295,4.0
user_0017,drama_0184,4.5
user_0017,drama_0085,4.5
user_0017,drama_0010,5.0
user_0017,drama_0193,4.5
user_0017,drama_0281,4.0
user_0017,drama_0141,4.5
user_0017,drama_0044,5.0
user_0017,drama_0192,4.5
user_0017,drama_0168,4.0
user_0017,drama_0189,4.5
user_0017,drama_0279,5.0
user_0017,drama_0245,4.5
user_0017,drama_0025,5.0
user_0017,drama_0128,5.0
user_0017,drama_0137,5.0
user_0017,drama_0140,4.5
user_0017,drama_0011,5.0
user_0017,drama_0067,5.0
user_0017,drama_0203,5.0
user_0017,drama_0013,4.5
user_0017,drama_0080,4.0
user_0017,drama_0108,4.0
user_0018,drama_0102,4.5
user_0018,drama_0202,4.0
user_0018,drama_0213,5.0
user_0018,drama_0049,4.5
user_0018,drama_0041,5.0
user_0018,drama_0324,4.5
user_0018,drama_0298,4.0
user_0018,drama_0191,4.5
user_0018,drama_0245,4.5
user_0018,drama_0004,4.5
user_0018,drama_0028,4.5
user_0018,drama_0016,4.5
user_0018,drama_0329,4.5
user_0018,drama_0081,4.5
user_0018,drama_0196,4.5
user_0018,drama_0023,4.5
user_0018,drama_0062,5.0
user_0018,drama_0009,4.5
user_0018,drama_0060,4.5
user_0018,drama_0271,4.5
user_0018,drama_0193,4.0
user_0018,drama_0072,4.5
user_0018,drama_0043,4.5
user_0018,drama_0071,4.5
user_0019,drama_0207,4.5
user_0019,drama_0066,5.0
user_0019,drama_0001,5.0
user_0019,drama_0283,4.5
user_0019,drama_0180,4.5
user_0019,drama_0346,4.5
user_0019,drama_0100,4.5
user_0019,drama_0202,5.0
user_0019,drama_0152,5.0
user_0019,drama_0342,4.0
user_0019,drama_0201,4.5
user_0019,drama_0166,5.0
user_0019,drama_0341,4.0
user_0019,drama_0135,5.0
user_0019,drama_0109,4.5
user_0019,drama_0116,4.5
user_0019,drama_0290,4.5
user_0019,drama_0080,5.0
user_0019,drama_0263,4.5
user_0019,drama_0114,4.5
user_0020,drama_0002,5.0
user_0020,drama_0278,4.5
user_0020,drama_0206,4.5
user_0020,drama_0081,5.0
user_0020,drama_0058,5.0
user_0020,drama_0005,5.0
user_0020,drama_0073,4.5
user_0020,drama_0142,5.0
user_0020,drama_0290,4.5
user_0020,drama_0020,4.5
user_0020,drama_0257,4.0
user_0020,drama_0137,5.0
user_0020,drama_0092,4.5
user_0020,drama_0176,4.5
user_0020,drama_0201,4.5
user_0020,drama_0146,5.0
user_0020,drama_0298,4.5
user_0020,drama_0061,4.5
user_0020,drama_0118,4.5
user_0020,drama_0001,5.0
user_0020,drama_0120,5.0
user_0020,drama_0070,4.5
user_0021,drama_0323,4.0
user_0021,drama_0006,5.0
user_0021,drama_0032,5.0
user_0021,drama_0194,5.0
user_0021,drama_0244,5.0
user_0021,drama_0137,5.0
user_0021,drama_0225,4.5
user_0021,drama_0005,5.0
user_0021,drama_0063,4.5
user_0021,drama_0004,5.0
user_0021,drama_0186,5.0
user_0021,drama_0162,4.5
user_0021,drama_0012,4.5
user_0021,drama_0347,4.0
user_0021,drama_0008,5.0
user_0021,drama_0195,4.5
user_0021,drama_0253,5.0
user_0021,drama_0120,4.5
user_0021,drama_0061,5.0
user_0021,drama_0082,4.5
user_0022,drama_0330,4.5
user_0022,drama_0172,5.0
user_0022,drama_0096,4.5
user_0022,drama_0146,5.0
user_0022,drama_0248,4.0
user_0022,drama_0197,5.0
user_0022,drama_0065,5.0
user_0022,drama_0145,4.5
user_0022,drama_0240,4.5
user_0022,drama_0086,5.0
user_0022,drama_0205,5.0
user_0022,drama_0281,4.5
user_0022,drama_0224,4.5
user_0022,drama_0337,4.0
user_0022,drama_0130,4.5
user_0022,drama_0220,5.0
user_0022,drama_0289,4.5
user_0022,drama_0048,5.0
user_0022,drama_0157,5.0
user_0022,drama_0283,4.5
user_0022,drama_0292,5.0
user_0022,drama_0159,4.5
user_0023,drama_0011,4.5
user_0023,drama_0329,4.0
user_0023,drama_0046,5.0
user_0023,drama_0189,4.5
user_0023,drama_0317,4.5
user_0023,drama_0312,3.5
user_0023,drama_0219,4.5
user_0023,drama_0018,5.0
user_0023,drama_0007,5.0
user_0023,drama_0101,5.0
user_0023,drama_0115,4.5
user_0023,drama_0126,4.0
user_0023,drama_0038,5.0
user_0023,drama_0172,4.0
user_0023,drama_0209,4.5
user_0023,drama_0206,4.5
user_0023,drama_0254,4.0
user_0023,drama_0230,5.0
user_0023,drama_0091,4.5
user_0023,drama_0074,4.5
user_0023,drama_0004,4.5
user_0023,drama_0348,4.0
user_0023,drama_0159,5.0
user_0024,drama_0091,4.0
user_0024,drama_0310,4.5
user_0024,drama_0155,4.5
user_0024,drama_0220,4.5
user_0024,drama_0153,4.5
user_0024,drama_0228,4.0
user_0024,drama_0312,4.0
user_0024,drama_0324,4.5
user_0024,drama_0204,4.5
user_0024,drama_0314,4.0
user_0024,drama_0286,4.5
user_0024,drama_0322,4.0
user_0024,drama_0167,4.5
user_0024,drama_0245,4.5
user_0024,drama_0071,4.5
user_0024,drama_0298,4.0
user_0025,drama_0135,5.0
user_0025,drama_0265,4.5
user_0025,drama_0090,5.0
user_0025,drama_0304,4.0
user_0025,drama_0049,4.0
user_0025,drama_0116,4.5
user_0025,drama_0320,4.5
user_0025,drama_0289,4.0
user_0025,drama_0273,4.0
user_0025,drama_0225,4.0
user_0025,drama_0084,4.5
user_0025,drama_0033,4.5
user_0025,drama_0117,4.0
user_0026,drama_0205,4.5
user_0026,drama_0011,4.5
